,tokens,ner_tags
30976,so,O
30977,close,O
30978,to,O
30979,her,O
30980,",",O
30981,one,O
30982,on,O
30983,each,O
30984,side,O
30985,",",O
30986,and,O
30987,opened,O
30988,their,O
30989,eyes,O
30990,and,O
30991,mouths,O
30992,so,O
30993,very,O
30994,wide,O
30995,",",O
30996,but,O
30997,she,O
30998,gained,O
30999,courage,O
31000,as,O
31001,she,O
31002,went,O
31003,on,O
31004,.,O
31005,her,O
31006,listeners,O
31007,were,O
31008,perfectly,O
31009,quiet,O
31010,till,O
31011,she,O
31012,got,O
31013,to,O
31014,the,O
31015,part,O
31016,about,O
31017,her,O
31018,repeating,O
31019,‘,O
31020,you,O
31021,are,O
31022,old,O
31023,",",O
31024,father,B-PER
31025,william,I-PER
31026,",",O
31027,’,O
31028,to,O
31029,the,O
31030,cater,O
31031,##pi,O
31032,##llar,O
31033,",",O
31034,and,O
31035,the,O
31036,words,O
31037,all,O
31038,coming,O
31039,different,O
31040,",",O
31041,and,O
31042,then,O
31043,the,O
31044,mock,O
31045,turtle,O
31046,drew,O
31047,a,O
31048,long,O
31049,breath,O
31050,",",O
31051,and,O
31052,said,O
31053,‘,O
31054,that,O
31055,’,O
31056,s,O
31057,very,O
31058,curious,O
31059,.,O
31060,’,O
31061,[SEP],O
31062,[CLS],O
31063,‘,O
31064,it,O
31065,’,O
31066,s,O
31067,all,O
31068,about,O
31069,as,O
31070,curious,O
31071,as,O
31072,it,O
31073,can,O
31074,be,O
31075,",",O
31076,’,O
31077,said,O
31078,the,O
31079,gr,B-MISC
31080,##yp,B-MISC
31081,##hon,B-MISC
31082,.,O
31083,[SEP],O
31084,[CLS],O
31085,‘,O
31086,it,O
31087,all,O
31088,came,O
31089,different,O
31090,!,O
31091,’,O
31092,the,O
31093,mock,O
31094,turtle,O
31095,repeated,O
31096,thoughtfully,O
31097,.,O
31098,‘,O
31099,i,O
31100,should,O
31101,like,O
31102,to,O
31103,hear,O
31104,her,O
31105,try,O
31106,and,O
31107,repeat,O
31108,something,O
31109,now,O
31110,.,O
31111,tell,O
31112,her,O
31113,to,O
31114,begin,O
31115,.,O
31116,’,O
31117,he,O
31118,looked,O
31119,at,O
31120,the,O
31121,gr,B-MISC
31122,##yp,B-MISC
31123,##hon,B-MISC
31124,as,O
31125,if,O
31126,he,O
31127,thought,O
31128,it,O
31129,had,O
31130,some,O
31131,kind,O
31132,of,O
31133,authority,O
31134,over,O
31135,alice,B-PER
31136,.,O
31137,[SEP],O
31138,[CLS],O
31139,‘,O
31140,stand,O
31141,up,O
31142,and,O
31143,repeat,O
31144,“,O
31145,‘,O
31146,tis,O
31147,the,O
31148,voice,O
31149,of,O
31150,the,O
31151,slug,B-MISC
31152,##gard,B-MISC
31153,",",O
31154,”,O
31155,’,O
31156,said,O
31157,the,O
31158,gr,B-MISC
31159,##yp,B-MISC
31160,##hon,B-MISC
31161,.,O
31162,[SEP],O
31163,[CLS],O
31164,‘,O
31165,how,O
31166,the,O
31167,creatures,O
31168,order,O
31169,one,O
31170,about,O
31171,",",O
31172,and,O
31173,make,O
31174,one,O
31175,repeat,O
31176,lessons,O
31177,!,O
31178,’,O
31179,thought,O
31180,alice,B-PER
31181,;,O
31182,‘,O
31183,i,O
31184,might,O
31185,as,O
31186,well,O
31187,be,O
31188,at,O
31189,school,O
31190,at,O
31191,once,O
31192,.,O
31193,’,O
31194,however,O
31195,",",O
31196,she,O
31197,got,O
31198,up,O
31199,",",O
31200,and,O
31201,began,O
31202,to,O
31203,repeat,O
31204,it,O
31205,",",O
31206,but,O
31207,her,O
31208,head,O
31209,was,O
31210,so,O
31211,full,O
31212,of,O
31213,the,O
31214,lobster,O
31215,quad,O
31216,##rill,O
31217,##e,O
31218,",",O
31219,that,O
31220,she,O
31221,hardly,O
31222,knew,O
31223,what,O
31224,she,O
31225,was,O
31226,saying,O
31227,",",O
31228,and,O
31229,the,O
31230,words,O
31231,came,O
31232,very,O
31233,queer,O
31234,indeed,O
31235,:,O
31236,-,O
31237,-,O
31238,[SEP],O
31239,[CLS],O
31240,‘,O
31241,’,O
31242,tis,O
31243,the,O
31244,voice,O
31245,of,O
31246,the,O
31247,lobster,O
31248,;,O
31249,i,O
31250,heard,O
31251,him,O
31252,declare,O
31253,",",O
31254,“,O
31255,you,O
31256,have,O
31257,baked,O
31258,me,O
31259,too,O
31260,brown,O
31261,",",O
31262,i,O
31263,must,O
31264,sugar,O
31265,my,O
31266,hair,O
31267,.,O
31268,”,O
31269,as,O
31270,a,O
31271,duck,O
31272,with,O
31273,its,O
31274,eyelids,O
31275,",",O
31276,so,O
31277,he,O
31278,with,O
31279,his,O
31280,nose,O
31281,trim,O
31282,##s,O
31283,his,O
31284,belt,O
31285,and,O
31286,his,O
31287,buttons,O
31288,",",O
31289,and,O
31290,turns,O
31291,out,O
31292,his,O
31293,toes,O
31294,.,O
31295,’,O
31296,[SEP],O
31297,[CLS],O
31298,[,O
31299,later,O
31300,editions,O
31301,continued,O
31302,as,O
31303,follows,O
31304,when,O
31305,the,O
31306,sands,O
31307,are,O
31308,all,O
31309,dry,O
31310,",",O
31311,he,O
31312,is,O
31313,gay,O
31314,as,O
31315,a,O
31316,lark,O
31317,",",O
31318,and,O
31319,will,O
31320,talk,O
31321,in,O
31322,contempt,O
31323,##uous,O
31324,tones,O
31325,of,O
31326,the,O
31327,shark,O
31328,",",O
31329,but,O
31330,",",O
31331,when,O
31332,the,O
31333,tide,O
31334,rises,O
31335,and,O
31336,sharks,O
31337,are,O
31338,around,O
31339,",",O
31340,his,O
31341,voice,O
31342,has,O
31343,a,O
31344,tim,O
31345,##id,O
31346,and,O
31347,tre,O
31348,##mu,O
31349,##lous,O
31350,sound,O
31351,.,O
31352,],O
31353,[SEP],O
31354,[CLS],O
31355,‘,O
31356,that,O
31357,’,O
31358,s,O
31359,different,O
31360,from,O
31361,what,O
31362,i,O
31363,used,O
31364,to,O
31365,say,O
31366,when,O
31367,i,O
31368,was,O
31369,a,O
31370,child,O
31371,",",O
31372,’,O
31373,said,O
31374,the,O
31375,gr,B-MISC
31376,##yp,B-MISC
31377,##hon,B-MISC
31378,.,O
31379,[SEP],O
31380,[CLS],O
31381,‘,O
31382,well,O
31383,",",O
31384,i,O
31385,never,O
31386,heard,O
31387,it,O
31388,before,O
31389,",",O
31390,’,O
31391,said,O
31392,the,O
31393,mock,O
31394,turtle,O
31395,;,O
31396,‘,O
31397,but,O
31398,it,O
31399,sounds,O
31400,uncommon,O
31401,nonsense,O
31402,.,O
31403,’,O
31404,[SEP],O
31405,[CLS],O
31406,alice,B-PER
31407,said,O
31408,nothing,O
31409,;,O
31410,she,O
31411,had,O
31412,sat,O
31413,down,O
31414,with,O
31415,her,O
31416,face,O
31417,in,O
31418,her,O
31419,hands,O
31420,",",O
31421,wondering,O
31422,if,O
31423,anything,O
31424,would,O
31425,ever,O
31426,happen,O
31427,in,O
31428,a,O
31429,natural,O
31430,way,O
31431,again,O
31432,.,O
31433,[SEP],O
31434,[CLS],O
31435,‘,O
31436,i,O
31437,should,O
31438,like,O
31439,to,O
31440,have,O
31441,it,O
31442,explained,O
31443,",",O
31444,’,O
31445,said,O
31446,the,O
31447,mock,O
31448,turtle,O
31449,.,O
31450,[SEP],O
31451,[CLS],O
31452,‘,O
31453,she,O
31454,can,O
31455,’,O
31456,t,O
31457,explain,O
31458,it,O
31459,",",O
31460,’,O
31461,said,O
31462,the,O
31463,gr,B-MISC
31464,##yp,B-MISC
31465,##hon,B-MISC
31466,hastily,O
31467,.,O
31468,‘,O
31469,go,O
31470,on,O
31471,with,O
31472,the,O
31473,next,O
31474,verse,O
31475,.,O
31476,’,O
31477,[SEP],O
31478,[CLS],O
31479,‘,O
31480,but,O
31481,about,O
31482,his,O
31483,toes,O
31484,?,O
31485,’,O
31486,the,O
31487,mock,O
31488,turtle,O
31489,persisted,O
31490,.,O
31491,‘,O
31492,how,O
31493,could,O
31494,he,O
31495,turn,O
31496,them,O
31497,out,O
31498,with,O
31499,his,O
31500,nose,O
31501,",",O
31502,you,O
31503,know,O
31504,?,O
31505,’,O
31506,[SEP],O
31507,[CLS],O
31508,‘,O
31509,it,O
31510,’,O
31511,s,O
31512,the,O
31513,first,O
31514,position,O
31515,in,O
31516,dancing,O
31517,.,O
31518,’,O
31519,alice,B-PER
31520,said,O
31521,;,O
31522,but,O
31523,was,O
31524,dreadful,O
31525,##ly,O
31526,puzzled,O
31527,by,O
31528,the,O
31529,whole,O
31530,thing,O
31531,",",O
31532,and,O
31533,longed,O
31534,to,O
31535,change,O
31536,the,O
31537,subject,O
31538,.,O
31539,[SEP],O
31540,[CLS],O
31541,‘,O
31542,go,O
31543,on,O
31544,with,O
31545,the,O
31546,next,O
31547,verse,O
31548,",",O
31549,’,O
31550,the,O
31551,gr,O
31552,##yp,O
31553,##hon,O
31554,repeated,O
31555,impatiently,O
31556,:,O
31557,‘,O
31558,it,O
31559,begins,O
31560,“,O
31561,i,O
31562,passed,O
31563,by,O
31564,his,O
31565,garden,O
31566,.,O
31567,”,O
31568,’,O
31569,[SEP],O
31570,[CLS],O
31571,alice,B-PER
31572,did,O
31573,not,O
31574,dare,O
31575,to,O
31576,di,O
31577,##so,O
31578,##bey,O
31579,",",O
31580,though,O
31581,she,O
31582,felt,O
31583,sure,O
31584,it,O
31585,would,O
31586,all,O
31587,come,O
31588,wrong,O
31589,",",O
31590,and,O
31591,she,O
31592,went,O
31593,on,O
31594,in,O
31595,a,O
31596,trembling,O
31597,voice,O
31598,:,O
31599,-,O
31600,-,O
31601,[SEP],O
31602,[CLS],O
31603,‘,O
31604,i,O
31605,passed,O
31606,by,O
31607,his,O
31608,garden,O
31609,",",O
31610,and,O
31611,marked,O
31612,",",O
31613,with,O
31614,one,O
31615,eye,O
31616,",",O
31617,how,O
31618,the,O
31619,owl,O
31620,and,O
31621,the,O
31622,panther,O
31623,were,O
31624,sharing,O
31625,a,O
31626,pie,O
31627,-,O
31628,-,O
31629,’,O
31630,[SEP],O
31631,[CLS],O
31632,[,O
31633,later,O
31634,editions,O
31635,continued,O
31636,as,O
31637,follows,O
31638,the,O
31639,panther,O
31640,took,O
31641,pie,O
31642,-,O
31643,crust,O
31644,",",O
31645,and,O
31646,gr,O
31647,##av,O
31648,##y,O
31649,",",O
31650,and,O
31651,meat,O
31652,",",O
31653,while,O
31654,the,O
31655,owl,B-MISC
31656,had,O
31657,the,O
31658,dish,O
31659,as,O
31660,its,O
31661,share,O
31662,of,O
31663,the,O
31664,treat,O
31665,.,O
31666,when,O
31667,the,O
31668,pie,O
31669,was,O
31670,all,O
31671,finished,O
31672,",",O
31673,the,O
31674,owl,O
31675,",",O
31676,as,O
31677,a,O
31678,boon,O
31679,",",O
31680,was,O
31681,kindly,O
31682,permitted,O
31683,to,O
31684,pocket,O
31685,the,O
31686,spoon,O
31687,:,O
31688,while,O
31689,the,O
31690,panther,O
31691,received,O
31692,knife,O
31693,and,O
31694,fork,O
31695,with,O
31696,a,O
31697,growl,O
31698,",",O
31699,and,O
31700,concluded,O
31701,the,O
31702,banquet,O
31703,-,O
31704,-,O
31705,],O
31706,[SEP],O
31707,[CLS],O
31708,‘,O
31709,what,O
31710,is,O
31711,the,O
31712,use,O
31713,of,O
31714,repeating,O
31715,all,O
31716,that,O
31717,stuff,O
31718,",",O
31719,’,O
31720,the,O
31721,mock,O
31722,turtle,O
31723,interrupted,O
31724,",",O
31725,‘,O
31726,if,O
31727,you,O
31728,don,O
31729,’,O
31730,t,O
31731,explain,O
31732,it,O
31733,as,O
31734,you,O
31735,go,O
31736,on,O
31737,?,O
31738,it,O
31739,’,O
31740,s,O
31741,by,O
31742,far,O
31743,the,O
31744,most,O
31745,confusing,O
31746,thing,O
31747,i,O
31748,ever,O
31749,heard,O
31750,!,O
31751,’,O
31752,[SEP],O
31753,[CLS],O
31754,‘,O
31755,yes,O
31756,",",O
31757,i,O
31758,think,O
31759,you,O
31760,’,O
31761,d,O
31762,better,O
31763,leave,O
31764,off,O
31765,",",O
31766,’,O
31767,said,O
31768,the,O
31769,gr,B-MISC
31770,##yp,B-MISC
31771,##hon,B-MISC
31772,:,O
31773,and,O
31774,alice,B-PER
31775,was,O
31776,only,O
31777,too,O
31778,glad,O
31779,to,O
31780,do,O
31781,so,O
31782,.,O
31783,[SEP],O
31784,[CLS],O
31785,‘,O
31786,shall,O
31787,we,O
31788,try,O
31789,another,O
31790,figure,O
31791,of,O
31792,the,O
31793,lobster,O
31794,quad,O
31795,##rill,O
31796,##e,O
31797,?,O
31798,’,O
31799,the,O
31800,gr,O
31801,##yp,B-MISC
31802,##hon,O
31803,went,O
31804,on,O
31805,.,O
31806,‘,O
31807,or,O
31808,would,O
31809,you,O
31810,like,O
31811,the,O
31812,mock,O
31813,turtle,O
31814,to,O
31815,sing,O
31816,you,O
31817,a,O
31818,song,O
31819,?,O
31820,’,O
31821,[SEP],O
31822,[CLS],O
31823,‘,O
31824,oh,O
31825,",",O
31826,a,O
31827,song,O
31828,",",O
31829,please,O
31830,",",O
31831,if,O
31832,the,O
31833,mock,O
31834,turtle,O
31835,would,O
31836,be,O
31837,so,O
31838,kind,O
31839,",",O
31840,’,O
31841,alice,B-PER
31842,replied,O
31843,",",O
31844,so,O
31845,eagerly,O
31846,that,O
31847,the,O
31848,gr,O
31849,##yp,O
31850,##hon,O
31851,said,O
31852,",",O
31853,in,O
31854,a,O
31855,rather,O
31856,offended,O
31857,tone,O
31858,",",O
31859,‘,O
31860,hm,O
31861,!,O
31862,no,O
31863,accounting,O
31864,for,O
31865,tastes,O
31866,!,O
31867,sing,O
31868,her,O
31869,“,O
31870,turtle,O
31871,soup,O
31872,",",O
31873,”,O
31874,will,O
31875,you,O
31876,",",O
31877,old,O
31878,fellow,O
31879,?,O
31880,’,O
31881,[SEP],O
31882,[CLS],O
31883,the,O
31884,mock,O
31885,turtle,O
31886,sighed,O
31887,deeply,O
31888,",",O
31889,and,O
31890,began,O
31891,",",O
31892,in,O
31893,a,O
31894,voice,O
31895,sometimes,O
31896,choked,O
31897,with,O
31898,sobs,O
31899,",",O
31900,to,O
31901,sing,O
31902,this,O
31903,:,O
31904,-,O
31905,-,O
31906,[SEP],O
31907,[CLS],O
31908,‘,O
31909,beautiful,O
31910,soup,O
31911,",",O
31912,so,O
31913,rich,O
31914,and,O
31915,green,O
31916,",",O
31917,waiting,O
31918,in,O
31919,a,O
31920,hot,O
31921,tu,O
31922,##reen,O
31923,!,O
31924,who,O
31925,for,O
31926,such,O
31927,dai,O
31928,##nti,O
31929,##es,O
31930,would,O
31931,not,O
31932,st,O
31933,##oop,O
31934,?,O
31935,soup,O
31936,of,O
31937,the,O
31938,evening,O
31939,",",O
31940,beautiful,O
31941,soup,O
31942,!,O
31943,soup,O
31944,of,O
31945,the,O
31946,evening,O
31947,",",O
31948,beautiful,O
31949,soup,O
31950,!,O
31951,beau,O
31952,-,O
31953,-,O
31954,o,O
31955,##ot,O
31956,##iful,O
31957,soo,O
31958,-,O
31959,-,O
31960,o,O
31961,##op,O
31962,!,O
31963,beau,O
31964,-,O
31965,-,O
31966,o,O
31967,##ot,O
31968,##iful,O
31969,soo,O
31970,-,O
31971,-,O
31972,o,O
31973,##op,O
31974,!,O
31975,soo,O
31976,-,O
31977,-,O
31978,o,O
31979,##op,O
31980,of,O
31981,the,O
31982,e,O
31983,-,O
31984,-,O
31985,e,O
31986,-,O
31987,-,O
31988,evening,O
31989,",",O
31990,beautiful,O
31991,",",O
31992,beautiful,O
31993,soup,O
31994,!,O
31995,[SEP],O
31996,[CLS],O
31997,‘,O
31998,beautiful,O
31999,soup,O
32000,!,O
32001,who,O
32002,cares,O
32003,for,O
32004,fish,O
32005,",",O
32006,game,O
32007,",",O
32008,or,O
32009,any,O
32010,other,O
32011,dish,O
32012,?,O
32013,who,O
32014,would,O
32015,not,O
32016,give,O
32017,all,O
32018,else,O
32019,for,O
32020,two,O
32021,penny,B-MISC
32022,##worth,B-MISC
32023,only,O
32024,of,O
32025,beautiful,O
32026,soup,O
32027,?,O
32028,penny,B-MISC
32029,##worth,B-ORG
32030,only,O
32031,of,O
32032,beautiful,O
32033,soup,O
32034,?,O
32035,beau,O
32036,-,O
32037,-,O
32038,o,O
32039,##ot,O
32040,##iful,O
32041,soo,O
32042,-,O
32043,-,O
32044,o,O
32045,##op,O
32046,!,O
32047,beau,O
32048,-,O
32049,-,O
32050,o,O
32051,##ot,O
32052,##iful,O
32053,soo,O
32054,-,O
32055,-,O
32056,o,O
32057,##op,O
32058,!,O
32059,soo,O
32060,-,O
32061,-,O
32062,o,O
32063,##op,O
32064,of,O
32065,the,O
32066,e,O
32067,-,O
32068,-,O
32069,e,O
32070,-,O
32071,-,O
32072,evening,O
32073,",",O
32074,beautiful,O
32075,",",O
32076,beau,O
32077,##ti,O
32078,-,O
32079,-,O
32080,fu,O
32081,##l,O
32082,soup,O
32083,!,O
32084,’,O
32085,[SEP],O
32086,[CLS],O
32087,‘,O
32088,chorus,O
32089,again,O
32090,!,O
32091,’,O
32092,cried,O
32093,the,O
32094,gr,B-MISC
32095,##yp,B-MISC
32096,##hon,B-MISC
32097,",",O
32098,and,O
32099,the,O
32100,mock,O
32101,turtle,O
32102,had,O
32103,just,O
32104,begun,O
32105,to,O
32106,repeat,O
32107,it,O
32108,",",O
32109,when,O
32110,a,O
32111,cry,O
32112,of,O
32113,‘,O
32114,the,O
32115,trial,O
32116,’,O
32117,s,O
32118,beginning,O
32119,!,O
32120,’,O
32121,was,O
32122,heard,O
32123,in,O
32124,the,O
32125,distance,O
32126,.,O
32127,[SEP],O
32128,[CLS],O
32129,‘,O
32130,come,O
32131,on,O
32132,!,O
32133,’,O
32134,cried,O
32135,the,O
32136,gr,B-MISC
32137,##yp,B-MISC
32138,##hon,B-MISC
32139,",",O
32140,and,O
32141,",",O
32142,taking,O
32143,alice,B-PER
32144,by,O
32145,the,O
32146,hand,O
32147,",",O
32148,it,O
32149,hurried,O
32150,off,O
32151,",",O
32152,without,O
32153,waiting,O
32154,for,O
32155,the,O
32156,end,O
32157,of,O
32158,the,O
32159,song,O
32160,.,O
32161,[SEP],O
32162,[CLS],O
32163,‘,O
32164,what,O
32165,trial,O
32166,is,O
32167,it,O
32168,?,O
32169,’,O
32170,alice,B-PER
32171,panted,O
32172,as,O
32173,she,O
32174,ran,O
32175,;,O
32176,but,O
32177,the,O
32178,gr,B-MISC
32179,##yp,B-MISC
32180,##hon,B-MISC
32181,only,O
32182,answered,O
32183,‘,O
32184,come,O
32185,on,O
32186,!,O
32187,’,O
32188,and,O
32189,ran,O
32190,the,O
32191,faster,O
32192,",",O
32193,while,O
32194,more,O
32195,and,O
32196,more,O
32197,faintly,O
32198,came,O
32199,",",O
32200,carried,O
32201,on,O
32202,the,O
32203,breeze,O
32204,that,O
32205,followed,O
32206,them,O
32207,",",O
32208,the,O
32209,melancholy,O
32210,words,O
32211,:,O
32212,-,O
32213,-,O
32214,[SEP],O
32215,[CLS],O
32216,‘,O
32217,soo,O
32218,-,O
32219,-,O
32220,o,O
32221,##op,O
32222,of,O
32223,the,O
32224,e,O
32225,-,B-MISC
32226,-,O
32227,e,O
32228,-,O
32229,-,O
32230,evening,O
32231,",",O
32232,beautiful,O
32233,",",O
32234,beautiful,O
32235,soup,O
32236,!,O
32237,’,O
32238,[SEP],O
32239,[CLS],O
32240,the,O
32241,king,O
32242,and,O
32243,queen,O
32244,of,O
32245,hearts,I-PER
32246,were,O
32247,seated,O
32248,on,O
32249,their,O
32250,throne,O
32251,when,O
32252,they,O
32253,arrived,O
32254,",",O
32255,with,O
32256,a,O
32257,great,O
32258,crowd,O
32259,assembled,O
32260,about,O
32261,them,O
32262,-,O
32263,-,O
32264,all,O
32265,sorts,O
32266,of,O
32267,little,O
32268,birds,O
32269,and,O
32270,beasts,O
32271,",",O
32272,as,O
32273,well,O
32274,as,O
32275,the,O
32276,whole,O
32277,pack,O
32278,of,O
32279,cards,O
32280,:,O
32281,the,O
32282,kn,B-PER
32283,##ave,B-PER
32284,was,O
32285,standing,O
32286,before,O
32287,them,O
32288,",",O
32289,in,O
32290,chains,O
32291,",",O
32292,with,O
32293,a,O
32294,soldier,O
32295,on,O
32296,each,O
32297,side,O
32298,to,O
32299,guard,O
32300,him,O
32301,;,O
32302,and,O
32303,near,O
32304,the,O
32305,king,O
32306,was,O
32307,the,O
32308,white,B-PER
32309,rabbit,I-PER
32310,",",O
32311,with,O
32312,a,O
32313,trumpet,O
32314,in,O
32315,one,O
32316,hand,O
32317,",",O
32318,and,O
32319,a,O
32320,scroll,O
32321,of,O
32322,parchment,O
32323,in,O
32324,the,O
32325,other,O
32326,.,O
32327,in,O
32328,the,O
32329,very,O
32330,middle,O
32331,of,O
32332,the,O
32333,court,O
32334,was,O
32335,a,O
32336,table,O
32337,",",O
32338,with,O
32339,a,O
32340,large,O
32341,dish,O
32342,of,O
32343,tar,O
32344,##ts,O
32345,upon,O
32346,it,O
32347,:,O
32348,they,O
32349,looked,O
32350,so,O
32351,good,O
32352,",",O
32353,that,O
32354,it,O
32355,made,O
32356,alice,B-PER
32357,quite,O
32358,hungry,O
32359,to,O
32360,look,O
32361,at,O
32362,them,O
32363,-,O
32364,-,O
32365,‘,O
32366,i,O
32367,wish,O
32368,they,O
32369,’,O
32370,d,O
32371,get,O
32372,the,O
32373,trial,O
32374,done,O
32375,",",O
32376,’,O
32377,she,O
32378,thought,O
32379,",",O
32380,‘,O
32381,and,O
32382,hand,O
32383,round,O
32384,the,O
32385,ref,O
32386,##resh,O
32387,##ments,O
32388,!,O
32389,’,O
32390,but,O
32391,there,O
32392,seemed,O
32393,to,O
32394,be,O
32395,no,O
32396,chance,O
32397,of,O
32398,this,O
32399,",",O
32400,so,O
32401,she,O
32402,began,O
32403,looking,O
32404,at,O
32405,everything,O
32406,about,O
32407,her,O
32408,",",O
32409,to,O
32410,pass,O
32411,away,O
32412,the,O
32413,time,O
32414,.,O
32415,[SEP],O
32416,[CLS],O
32417,alice,B-PER
32418,had,O
32419,never,O
32420,been,O
32421,in,O
32422,a,O
32423,court,O
32424,of,O
32425,justice,I-ORG
32426,before,O
32427,",",O
32428,but,O
32429,she,O
32430,had,O
32431,read,O
32432,about,O
32433,them,O
32434,in,O
32435,books,O
32436,",",O
32437,and,O
32438,she,O
32439,was,O
32440,quite,O
32441,pleased,O
32442,to,O
32443,find,O
32444,that,O
32445,she,O
32446,knew,O
32447,the,O
32448,name,O
32449,of,O
32450,nearly,O
32451,everything,O
32452,there,O
32453,.,O
32454,‘,O
32455,that,O
32456,’,O
32457,s,O
32458,the,O
32459,judge,O
32460,",",O
32461,’,O
32462,she,O
32463,said,O
32464,to,O
32465,herself,O
32466,",",O
32467,‘,O
32468,because,O
32469,of,O
32470,his,O
32471,great,O
32472,wig,O
32473,.,O
32474,’,O
32475,[SEP],O
32476,[CLS],O
32477,the,O
32478,judge,O
32479,",",O
32480,by,O
32481,the,O
32482,way,O
32483,",",O
32484,was,O
32485,the,O
32486,king,O
32487,;,O
32488,and,O
32489,as,O
32490,he,O
32491,wore,O
32492,his,O
32493,crown,O
32494,over,O
32495,the,O
32496,wig,O
32497,",",O
32498,(,O
32499,look,O
32500,at,O
32501,the,O
32502,front,O
32503,##is,O
32504,##piece,O
32505,if,O
32506,you,O
32507,want,O
32508,to,O
32509,see,O
32510,how,O
32511,he,O
32512,did,O
32513,it,O
32514,",",O
32515,),O
32516,he,O
32517,did,O
32518,not,O
32519,look,O
32520,at,O
32521,all,O
32522,comfortable,O
32523,",",O
32524,and,O
32525,it,O
32526,was,O
32527,certainly,O
32528,not,O
32529,becoming,O
32530,.,O
32531,[SEP],O
32532,[CLS],O
32533,‘,O
32534,and,O
32535,that,O
32536,’,O
32537,s,O
32538,the,O
32539,jury,O
32540,-,O
32541,box,O
32542,",",O
32543,’,O
32544,thought,O
32545,alice,B-PER
32546,",",O
32547,‘,O
32548,and,O
32549,those,O
32550,twelve,O
32551,creatures,O
32552,",",O
32553,’,O
32554,(,O
32555,she,O
32556,was,O
32557,obliged,O
32558,to,O
32559,say,O
32560,‘,O
32561,creatures,O
32562,",",O
32563,’,O
32564,you,O
32565,see,O
32566,",",O
32567,because,O
32568,some,O
32569,of,O
32570,them,O
32571,were,O
32572,animals,O
32573,",",O
32574,and,O
32575,some,O
32576,were,O
32577,birds,O
32578,",",O
32579,),O
32580,‘,O
32581,i,O
32582,suppose,O
32583,they,O
32584,are,O
32585,the,O
32586,ju,O
32587,##ror,O
32588,##s,O
32589,.,O
32590,’,O
32591,she,O
32592,said,O
32593,this,O
32594,last,O
32595,word,O
32596,two,O
32597,or,O
32598,three,O
32599,times,O
32600,over,O
32601,to,O
32602,herself,O
32603,",",O
32604,being,O
32605,rather,O
32606,proud,O
32607,of,O
32608,it,O
32609,:,O
32610,for,O
32611,she,O
32612,thought,O
32613,",",O
32614,and,O
32615,right,O
32616,##ly,O
32617,too,O
32618,",",O
32619,that,O
32620,very,O
32621,few,O
32622,little,O
32623,girls,O
32624,of,O
32625,her,O
32626,age,O
32627,knew,O
32628,the,O
32629,meaning,O
32630,of,O
32631,it,O
32632,at,O
32633,all,O
32634,.,O
32635,however,O
32636,",",O
32637,‘,O
32638,jury,O
32639,-,O
32640,men,O
32641,’,O
32642,would,O
32643,have,O
32644,done,O
32645,just,O
32646,as,O
32647,well,O
32648,.,O
32649,[SEP],O
32650,[CLS],O
32651,the,O
32652,twelve,O
32653,ju,O
32654,##ror,O
32655,##s,O
32656,were,O
32657,all,O
32658,writing,O
32659,very,O
32660,bus,O
32661,##ily,O
32662,on,O
32663,slate,O
32664,##s,O
32665,.,O
32666,‘,O
32667,what,O
32668,are,O
32669,they,O
32670,doing,O
32671,?,O
32672,’,O
32673,alice,B-PER
32674,whispered,O
32675,to,O
32676,the,O
32677,gr,B-MISC
32678,##yp,B-MISC
32679,##hon,B-MISC
32680,.,O
32681,‘,O
32682,they,O
32683,can,O
32684,’,O
32685,t,O
32686,have,O
32687,anything,O
32688,to,O
32689,put,O
32690,down,O
32691,yet,O
32692,",",O
32693,before,O
32694,the,O
32695,trial,O
32696,’,O
32697,s,O
32698,begun,O
32699,.,O
32700,’,O
32701,[SEP],O
32702,[CLS],O
32703,‘,O
32704,they,O
32705,’,O
32706,re,O
32707,putting,O
32708,down,O
32709,their,O
32710,names,O
32711,",",O
32712,’,O
32713,the,O
32714,gr,B-MISC
32715,##yp,B-MISC
32716,##hon,B-MISC
32717,whispered,O
32718,in,O
32719,reply,O
32720,",",O
32721,‘,O
32722,for,O
32723,fear,O
32724,they,O
32725,should,O
32726,forget,O
32727,them,O
32728,before,O
32729,the,O
32730,end,O
32731,of,O
32732,the,O
32733,trial,O
32734,.,O
32735,’,O
32736,[SEP],O
32737,[CLS],O
32738,‘,O
32739,stupid,O
32740,things,O
32741,!,O
32742,’,O
32743,alice,B-PER
32744,began,O
32745,in,O
32746,a,O
32747,loud,O
32748,",",O
32749,ind,O
32750,##ignant,O
32751,voice,O
32752,",",O
32753,but,O
32754,she,O
32755,stopped,O
32756,hastily,O
32757,",",O
32758,for,O
32759,the,O
32760,white,B-PER
32761,rabbit,I-PER
32762,cried,O
32763,out,O
32764,",",O
32765,‘,O
32766,silence,O
32767,in,O
32768,the,O
32769,court,O
32770,!,O
32771,’,O
32772,and,O
32773,the,O
32774,king,O
32775,put,O
32776,on,O
32777,his,O
32778,spectacle,O
32779,##s,O
32780,and,O
32781,looked,O
32782,anxiously,O
32783,round,O
32784,",",O
32785,to,O
32786,make,O
32787,out,O
32788,who,O
32789,was,O
32790,talking,O
32791,.,O
32792,[SEP],O
32793,[CLS],O
32794,alice,B-PER
32795,could,O
32796,see,O
32797,",",O
32798,as,O
32799,well,O
